position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
504;ARTE Concert;AyfjIKgg0-I;2023-05-18T15:52:52Z;2023-05-18 15:52:52;mademoiselle lou - Dans le Club - ARTE Concert;"#MADEMOISELLELOU #DANSLECLUB @mademoisellelou invite Dans le Club à découvrir son univers. Une initiation portée notamment par des morceaux issus de l’EP Précieux. C’est grâce à une carte blanche donnée à Ziak que Dans le Club fait la rencontre de mademoiselle lou. La jeune femme originaire du Val-de-Marne brille par un univers situé à la frontière entre le rap et la pop, où s’associent rap, chant et mélodies. C’est étonnamment le confinement qui a permis à mademoiselle lou de se lancer dans la musique. Des morceaux publiés sur Instagram en 2020 attirent l’attention du producteur KNG qui décide de la prendre sous son aile. Deux ans plus tard, la jeune femme change de vie pour se dédier entièrement à son art ! Si mademoiselle lou n’a jusqu’à présent publié qu’un seul EP – Précieux, sorti sur le label Elektra -, la musicienne peut déjà se vanter d’avoir collaboré avec Booba (sur le morceau ""Zénith"") et d’avoir foulé la scène de l’Olympia (dans le cadre du concert Que de l'amour). Elle continue son ascension Dans le Club. Setlist : 00 :00 Si tout s’arrête 02:33 Solo 04:56 Des le réveil 08:31 Netflix and chill 11:10 Paris Concert filmé le 12 mai 2023 à la Gaité Lyrique, Paris. Photo © Pierre (Lapin) Le Bruchec [AVAILABLE UNTIL 11/05/2024] ------------------------------- More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/";Mademoiselle lou arte,mademoiselle lou dans le club,mademoiselle lou dans le club arte,mademoiselle lou dans le club arte concert,mademoiselle lou arte concert,dans le club,dans le club arte,dans le club arte concert,arte,concert,arte concert,mademoiselle lou arte,mademoiselle lou,mademoiselle lou live,mademoiselle lou concert,mademoiselle,lou,rap français,mademoiselle lou précieux,si tout s'arrête,rap,music,rap music,live;10;Music;Hip_hop_music,Music,Pop_music;PT13M47S;827;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/AyfjIKgg0-I/maxresdefault.jpg;1;;;;9033;233;;0;13
505;ARTE Concert;f_W8Pg3b-tA;2023-05-17T14:23:00Z;2023-05-17 14:23:00;Zed - Dans le Club - ARTE Concert;#ZED #DANSLECLUB Ancien membre du collectif 13 Block, Zed navigue maintenant en solo ! Le rappeur déballe des sons issus du projet SOIXVNT3 Dans le Club. Dans la famille 13 Block je demande Zed ! En mars 2018, nous recevions le collectif de Sevran pour le premier numéro de Dans le Club. Et quelle claque ! Fin 2022, la bande se rappelait à notre bon souvenir avec un concert solo de Stavo. On continue notre collection en recevant Zed, invité dans le cadre d’un Dans le Club un peu spécial : une carte blanche à Ziak. Rien d’étonnant à ce que le drilleur masqué ait fait venir Zed à sa soirée : les deux rappeurs partagent un univers sombre, marqué par la dureté de la rue et des influences drill. Suite à la mise en pause de 13 Block, Zed commence son chemin en solitaire dès 2020 en signant chez LDS Production, label basé à Sevran et travaillant également avec le rappeur Maes. C’est en 2022 que Zed publie un premier projet à son nom : SOIXVNT3. SOIXVNT3 s’articule en plusieurs parties et deux ont déjà été publiées à l’heure où nous écrivons ces lignes. Découvrez-les dans une configuration live Dans le Club ! Setlist : Amis d’avant Zidane Petit coeur Réel  Jauné Coffre plein Critical À la base Boussole Mélodies et pensées  Franklin Saint Joli  Concert filmé le 12 mai 2023 à la Gaité Lyrique, Paris. Photo © Pierre (Lapin) Le Bruchec ---------------------------- More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;zed dans le club,zed dans le club arte,zed arte concert,arte,concert,arte concert,dans le club,dans le club arte,zed,zed rap,zed 13 block;10;Music;Electronic_music,Hip_hop_music,Music;PT31M31S;1891;2d;hd;FALSE;;;https://i.ytimg.com/vi/f_W8Pg3b-tA/maxresdefault.jpg;1;;;;32686;675;;0;26
506;ARTE Concert;KLgqs8lDHgI;2023-05-16T17:00:08Z;2023-05-16 17:00:08;Clara Cuvé // MCR-T // Luz1e - TXL Berlin Recordings Chapter 4 - ARTE Concert;Lorsque Clara Cuvé, Luz1e et MCR-T se produisent, les beats sont rapides et l'hédonisme est à son comble. La quatrième édition de TXL Berlin Recordings tient les promesses de son line-up. Luz1e (de Femme Bass Mafia) offre un set dans un style ghetto-tech, tandis que MCR-T, du collectif berlinois Live From Earth, a une nouvelle fois l'occasion de démontrer toute sa maîtrise des platines. Et pour finir en beauté, Clara Cuvé du R-Label Group dévoilera la puissance de sa techno en mode crescendo sur les dancefloors. Timecodes: 00:00:00 Luz1e 01:02:30 MCR-T 02:02:17 Clara Cuvé More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,Rave,Party,DJ,TXL,Berlin Recordings,Berlin,Flughafen,MCR-T,Live From Earth,Clara Cuvé,Luz1e,Techno,House,Trance,Set;10;Music;Electronic_music,Hip_hop_music,Music;PT3H2M;120;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/KLgqs8lDHgI/maxresdefault.jpg;1;;;;262714;4231;;0;73
507;ARTE Concert;2WOI1tF5A2Y;2023-05-11T17:00:11Z;2023-05-11 17:00:11;Danilo Plessow aka MCDE // NAOMI // Monty Luke - TXL Berlin Recordings Chapter 3 - ARTE Concert;Danilo Plessow aka MCDE, Monty Luke et NAOMI ralentissent le rythme dans le troisième épisode de TXL Berlin Recordings et se consacrent entièrement à l'héritage house américain de Chicago, Detroit et New York. Danilo Plessow trace un arc qui pétrit tout, du disco au jacktrax, en un ensemble soul. La nouvelle venue berlinoise NAOMI s'inscrit dans la tradition de la new-yorkaise house des années 90 et Monty Luke, qui vit à Berlin, marie deepness et pointes tech. Timecodes: 00:00:00 NAOMI 01:05:15 Monty Luke 02:05:57 Danilo Plessow aka MCDE More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,TV,Techno,Trance,House,Rave,Club,Danilo Plessow,Monty Luke,Naomi,TXL Berlin Recordings,Berlin Tegel,Party,DJ,DJ Set;10;Music;Electronic_music,Music;PT3H7M32S;452;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/2WOI1tF5A2Y/maxresdefault.jpg;1;Berlin-Tegel;52.5854954;13.2812374;247605;3819;;0;96
508;ARTE Concert;Bm8lSSma9C4;2023-05-09T17:06:08Z;2023-05-09 17:06:08;Tif - Dans le Club - ARTE Concert;#TIF #DANSLECLUB Tif a un pied en Algérie, un autre en France. Ceci a modelé 1.6, un EP que l’acolyte du rappeur et comédien Younès vient présenter dans le Club ! Né en Algérie, Tif vit en France depuis plusieurs années : d’abord à Lyon, puis à Paris. Cette vie entre deux pays alimente les textes du rappeur, dont le déracinement est un thème central. Pas de bling en effet chez Tif, qui préfère apposer des textes mélancoliques sur des productions festives associant trap et shaabi. Cette sensibilité a fait écho à celle de Younès – rappeur et comédien que nous avons reçu Dans le Club il y a quelques mois. Poussés par leurs goûts et leurs intérêts communs, les deux artistes se sont associés pour créer leur propre label : Houma Sweet Houma. C’est d’ailleurs sur Houma Sweet Houma que Tif a publié début mars son nouvel EP : 1.6. Des sons tous nouveaux que le rappeur présente dans le Club accompagné d’un guitariste ! Attention, émotions. Setlist : 00:00 Demain C’est B3id feat. Djam 04:07 Emoji Dz 07:28 Bzmor 11:13 Hsh 14:38 Mathusalem 19:05 No Party 19:05 Vent du Nord 25:43 Amnesia 29:10 .38 32:14 Hinata 35:33 Shadow Boxing Concert filmé le 25 avril 2023 dans le Club. Photo © Pierre (Lapin) Le Bruchec ------------------------------------- [AVAILABLE UNTIL 24/04/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;tif dans le club,tif arte,tif dans le club arte,tif dans le club arte concert,tif,tif rap,arte,arte concert,rap français,tif rappeur,rap game,dans le club,dans le club arte,dans le club arte programmation,Demain C’est B3id,emoji dz,emoji dz live,amnesia tif,amnesia live,live,rap,rap music,rap fr 2023,dans,le,club;10;Music;Hip_hop_music,Music,Pop_music;PT39M20S;2360;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/Bm8lSSma9C4/maxresdefault.jpg;1;;;;671216;10308;;0;298
509;ARTE Concert;knOAlpAo6Ds;2023-05-09T17:00:08Z;2023-05-09 17:00:08;Patrick Mason // Estella Boersma // Cera Khin - TXL Berlin Recordings Chapter 2 - ARTE Concert;Avec Estella Boersma et Patrick Mason, deux géants absolus de la techno font leur entrée dans l'ancien hangar de la Lufthansa pour le deuxième épisode de TXL Berlin Recordings. Techno, rave, breakbeats et une dose supplémentaire de flamboyance se rencontrent ici à grande vitesse. Le son à haute vitesse de Cera Khin est tout aussi énergique et éclectique. La DJ tunisienne qualifie régulièrement ses sets de techno-gym. Timecodes: 00:00:00 Estella Boersma 01:06:36 Patrick Mason 02:06:00 Cera Khin More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,TV,Techno,House,Electro,DJ Set,Patrick Mason,Estella Boersma,Cera Khin,Rave,Tegel,Berlin-Tegel,Airport,ARTE Concert;10;Music;Electronic_music,Music;PT3H18M48S;1128;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/knOAlpAo6Ds/maxresdefault.jpg;1;;;;318496;5642;;0;162
510;ARTE Concert;q4uCTWApUR0;2023-05-08T16:00:36Z;2023-05-08 16:00:36;Fatoni & Raedy bei Chat with a DJ - ARTE Concert;Fatoni-Musik ist meist mehr Verlierer- als Gewinnererzählung — erstaunlich undogmatisch, oft fast ein bisschen zu ehrlich, trotzdem voll von Zynismus und Humor. Fatonis neues Album »Wunderbare Welt« kann als Ergebnis eines mittlerweile jahrzehntelangen Marathons verstanden werden, den der Wahlberliner hinter sich gebracht hat — stets begleitet von befreundeten Künstler*innen, die bis heute an seiner Seite stehen. RAEDY fka. V.Raeter, das sympathische Multitool, ist eine wilde Mischung aus DJ, Producer, Fotograf, Grafikdesigner und Illustrator. Er lebt und arbeitet in Berlin und veröffentlicht seine Musik bei Kabul Fire Records. ChatWithA_DJ: In der neuen Reihe „ChatWithA_DJ“ lässt ARTE Concert die Mischpulte glühen! Ab Donnerstag, den 6. April lädt « ChatWithA_DJ » alle zwei Wochen ab 18 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen. Visuals by Marco Ciceri ____________ [AVAILABLE UNTIL 06/05/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV;10;Music;Electronic_music,Hip_hop_music,Music;PT1H9M23S;563;2d;hd;FALSE;;;https://i.ytimg.com/vi/q4uCTWApUR0/maxresdefault.jpg;1;;;;5485;170;;0;13
511;ARTE Concert;2FHCcNP6yAo;2023-05-08T10:40:07Z;2023-05-08 10:40:07;Reznik - Time Warp 2023 - ARTE Concert;Leipzig a toujours abrité une scène électro underground aussi active que sophistiquée, dont l’influence sur la carrière musicale de Reznik est indéniable. Après s’être installé à Berlin, le DJ s’est associé à Adam Port, &ME, Rampa, Monja Gentschow et David Mayer. C’est à cette époque qu’il s’est découvert une passion pour les motifs house les plus divers. Aux platines, Reznik est très attaché au groove et à la soul – entendus non comme style musical, mais comme entité spirituelle. Au gré de son inspiration, ses sets peuvent emprunter la voie du disco et de la synthwave ou bien celle de la house de New York et Chicago. L’essentiel étant pour lui d’embarquer son public. More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,Mannheim,techno,house,music,Musik,festival,Reznik,concert,arteconcert;10;Music;Electronic_music,Music;PT2H5S;5;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/2FHCcNP6yAo/maxresdefault.jpg;1;Mannheim;49.4874592;8.4660395;16484;294;;0;38
512;ARTE Concert;kiZewHDjJk8;2023-05-06T16:00:24Z;2023-05-06 16:00:24;Sven Väth - Time Warp 2023 - ARTE Concert;L'intuition, la communication. Il suffit de rencontrer l'homme derrière les platines pour vraiment comprendre. C'est le domaine de Sven, et il le maîtrise avec une assurance absolue. Le DJ francfortois attire les foules, mais on ne sait jamais vraiment ce qui va se passer lors de ses sets. More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,TV,DJ Set,Techno,Electro,Rave,Time Warp,Mannheim,House,Live;24;Entertainment;Electronic_music,Music;PT1H10M27S;627;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/kiZewHDjJk8/maxresdefault.jpg;1;;;;555867;7379;;0;667
513;ARTE Concert;FL1zIC34pOM;2023-05-03T08:00:09Z;2023-05-03 08:00:09;Uzi Freyja - Hammam Session - ARTE Concert;#UZIFREYJA #HAMMAMSESSION Vous avez toujours rêvé d’assister à un concert en peignoir ? Alors suivez le duo hip-hop @uzifreyja dans une session tournée… dans un hammam. Chaud devant ! Uzi Freyja est un duo hip-hop conjuguant les talents de la chanteuse Kelly Rose et du producteur nantais Stuntman5. Et quel duo ! Ensemble, les trois artistes libèrent en effet un hip-hop nerveux et mordant : les punchlines balancées en anglais y chevauchent un flow au cordeau et des productions associant trap, electro et rock. Il n’en fallait pas plus pour taper dans l’œil du label Warriorecords (l’écurie de Rebekka Warrior), chez qui Uzi Freyja a publié ses deux premiers EP : Stand et Lunacy. C’est dans un hammam que nous avons décidé de filmer le rap déjà bouillant d’Uzi Freyja. Là, Kelly Rose balance ses textes engagés avec une verve et un swag qui n’ont rien envier aux queens du hip-hop anglo-saxon. Franchement, il y a de quoi tourner de l’œil ! Concert filmé le 27 mars 2023 au hamman La Fontaine, Le Mans. ----------------------- [AVAILABLE UNTIL 25/04/2025] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;uzi freyja,uzi freyja live,uzi freyja hammam,uzi freyja hammam session,uzi freyja arte,uzi freyja arte concert,arte,concert,arte concert,uzi,freyja,uzi freyja concert,concert hammam,hammam,uzi freyja bang bang,uzi freyja power,hip-hop,hip-hop music,kelly rose,Stuntman5,fotondanger,warriorrecords,warrior records,uzi freyja lunacy,hammam music session,hammam music,live;10;Music;Hip_hop_music,Music;PT34M1S;2041;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/FL1zIC34pOM/maxresdefault.jpg;1;;;;7686;134;;0;13
514;ARTE Concert;yMEqgn8i2xs;2023-05-02T17:00:11Z;2023-05-02 17:00:11;Rødhåd // Dasha Rush // MARRØN - TXL Berlin Recordings - Chapter 1 - ARTE Concert;Le premier épisode de notre nouveau format TXL Berlin Recordings est placé sous le signe de la techno puissante, tendant vers la musique transe. Dasha Rush - connue pour ses titres sorties sur Raster Noton, Sonic Groove ou encore son propre label Fullpanda -, le patron du label WSNWG Rødhåd et le prometteur producteur venu d’Amsterdam MARRØN ouvriront avec leurs sets un vortex musical unique en son genre : hypnotique, entraînant et nous poussant à chaque boucle vers des horizons toujours plus mystérieux. Timecodes: 00:00:00 MARRØN 01:00:00 Dasha Rush 02:00:28 Rødhåd Les prochains épisodes : Tue., May 9, 2023: Patrick Mason, Estella Boersma, Cera Khin Thu., May 11, 2023: Danilo Plessow aka MCDE, NAOMI, Monty Luke Tue., May 16, 2023: Clara Cuvé, MCR-T, Luz1e Tue., May 23, 2023 : Ben Klock, FaTue Mohem, Nathalie Seres Thu., May 25, 2023: Rebekah, Daria Kolosova, Marcel Fengler Tue., May 30, 2023: Shed, Josey Rebelle, Sven von Thülen Tue., June 6, 2023: Elli Acula, Lovefoxy, The AM Thu., June 8, 2023: Cinthie, Ash Lauryn, Mike Starr Tue., June 13, 2023: Dr Rubinstein, Freddy K, Tijana T Tue., June 20, 2023: Cormac, Gabrielle Kwarteng, CYRK Thu., June 22, 2023: DJ Stingray, Sarah Farina, Born in Flamez More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,TV,ARTE Concert,TXL Berlin Recordings,Berlin,Airport,DJ Set,Techno,Trance,House,Electro,Rave,Club,Rødhåd,Marrøn,Dasha Rush;24;Entertainment;Electronic_music,Music;PT3H2M23S;143;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/yMEqgn8i2xs/maxresdefault.jpg;1;Berlin;52.5200066;13.404954;470357;9600;;0;650
515;ARTE Concert;hcoRaktLSnQ;2023-04-29T16:00:32Z;2023-04-29 16:00:32;Ricardo Villalobos - Time Warp 2023 - ARTE Concert;Le DJ germano-chilien Ricardo Villalobos s’inspire autant des rythmes sud-américains que de Depeche Mode, sans parler d’autres références telles que Daniel Miller, Thomas Melchior, Baby Ford, Daniel Bell et Andrew Weatherall. C’est l’un des grands noms de la scène électro. Né en 1970 à Santiago, Ricardo Villalobos quitte le Chili trois ans plus tard après le coup d’État de Pinochet qui renverse le gouvernement socialiste de Salvador Allende. Sa famille s’installe alors en Allemagne. Vers l’âge de 10-11 ans, il s’essaie à la conga et aux bongos. S’il adore la musique, il n’envisage pas pour autant d’en faire son métier. C’est à la fin des années 1980 qu’il se met finalement à l’électro. Fan de la première heure du groupe Depeche Mode, il le suivra même en tournée à travers l’Europe. More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,Time Warp,House,Techno,Electro,Rave,DJ Set,Ricardo Villalobos,Time Warp 2023,ARTE Concert;24;Entertainment;Electronic_music,Hip_hop_music,Music;PT1H57M3S;3423;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/hcoRaktLSnQ/maxresdefault.jpg;1;Mannheim;49.4874592;8.4660395;313425;6542;;0;717
516;ARTE Concert;bR-sZT97-80;2023-04-28T16:25:19Z;2023-04-28 16:25:19;Albi X - Dans le Club - ARTE Concert;#ALBIX #DANSLECLUB Enfin ! On reçoit un rappeur allemand dans le Club. Introduction au rap d’outre-Rhin avec Albi X, un artiste qui a plein de belles choses à dire. Albi X a grandi en Allemagne au sein d’une famille congolaise. De quoi militer pour une musique sans frontière et sans préjugé. La bienveillance est ainsi au cœur des textes d’Albi X, qui a connu la discrimination de par ses origines mais aussi son albinisme. Pas du genre à céder à la rancœur, le rappeur a décidé de transformer tout ceci en une force, véhiculant par ses morceaux un idéal positif et inclusif. Un parti pris qui se retranscrit dans ses textes : Albi X s’exprime en lingala, en français et en anglais. Côté musique, Albi X joue là aussi la carte du melting pot : son style pouvant rappeler autant le français Niska, que l’américain Travis Scott ou le nigérian Burna Boy. Quand on vous parle d’une musique sans frontière… Setlist : Muscador Lélé We Ready C’est Ma Vie Moto Ya 2 Fois Te Loketo Forever Bibamba Po Na Biso Concert filmé le 25 avril 2023 dans le Club. Photo © Pierre (Lapin) Le Bruchec --------------------- [AVAILABLE UNTIL 24/04/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;albi x dans le club,albi x arte,albi x arte concert,albi x rap,albi x,dans le club arte winnterzuko,arte,concert,arte concert,albi x live,dans le club,dans le club arte,dans le club albi,albi,dans le club arte tif,rap français,french rap,rap game,rap,live;10;Music;Hip_hop_music,Music;PT32M43S;1963;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/bR-sZT97-80/maxresdefault.jpg;1;;;;4948;117;;0;14
517;ARTE Concert;wCj8l7HP6nc;2023-04-28T16:00:14Z;2023-04-28 16:00:14;Winnterzuko - Dans le Club - ARTE Concert;#WINNTERZUKO #DANSLECLUB @winnterzuko991 fait bouger les lignes du rap jeu en associant rap et eurodance. Un style fou, à découvrir dans l’album WINNTERMANIA et qui vient faire danser dans le Club. Oubliez toutes vos idées reçues sur le rap : Winnterzuko les fait voler en éclats. Dans la lignée de Khali ou Babysolo33 (récemment passée dans le Club), l’artiste téléporte en effet le rap dans territoires jusqu’à présent inexplorés. Sa marque de fabrique ? Télescoper rap et eurodance. Il fallait oser, Wintterzuko l’a fait… et on l’en remercie ! Ce style unique permet à Winnterzuko d’apposer des textes mélancoliques sur des instrus terriblement dansantes. Via cette association, l’artiste s’exprime sur des thématiques très personnelles (le déracinement notamment) tout en conservant une certaine pudeur. Soutenu par Orelsan, Winnterzuko a à ce jour publié deux albums : VON (2022) et WINNTERMANIA (2023). C’est cette discographie naissante que l’artiste déploie lors de son passage dans le Club. Setlist : 100 Pompes Suzuki Nascar Bruce Lee 115 Grv Triste Kimura Van Gogh Papa T Ou Heart Ibm 5100 Gearless Je Suis Musik Trotski Off Monono Concert filmé le 25 avril 2023 dans le Club. Photo © Pierre (Lapin) Le Bruchec ------------------------ [AVAILABLE UNTIL 24/04/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;winnterzuko arte,winnterzuko arte concert,winnterzuko dans le club,winnterzuko dans le club arte,winnterzuko,winnterzuko live,zuko live,winnterzuko concert,arte,concert,arte concert,dans le club,dans le club arte,dans le club arte programme,dans le club arte concert,winnterzuko type beat,type beat winnterzuko,winnterzuko off,rap français,french rap,rap,rap music,rap game;10;Music;Electronic_music,Hip_hop_music,Music;PT42M29S;2549;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/wCj8l7HP6nc/maxresdefault.jpg;1;;;;115619;4243;;0;120
518;ARTE Concert;bu_K4cOQBpE;2023-04-28T09:38:02Z;2023-04-28 09:38:02;Dancing inside the Château de Fontainebleau, France #shorts #dance #trumpet - ARTE Concert;Discover the Château de Fontainebleau with Karim Felouki and the trumpeter Lucienne Renaudin Vary. ____________ More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;arte shorts,arte concert shorts,trumpet,lucienne renaudin,trumpeter lucienne renaudin,karim felouki,dance,trompette,danse,danse contemporaine,château de fontainebleau,château,fontainebleau,castle,music session,jazz,piazzolla,tango,jazz music,tango music,lucienne,renaudin vary;10;Music;Classical_music,Music;PT1M;60;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/bu_K4cOQBpE/maxresdefault.jpg;1;;;;4300;118;;0;2
519;ARTE Concert;nWi5RscobnM;2023-04-26T16:01:14Z;2023-04-26 16:01:14;Adam Beyer - Time Warp 2023 - ARTE Concert;L’icône suédoise de la techno Adam Beyer a laissé un héritage remarquable qui a contribué à façonner les bases de l’écosystème électronique actuel. En constante évolution, Beyer restera toujours au centre de la techno, à l’intersection de l’art et du son lorsque ceux-ci fusionnent avec la technologie et l’expressivité. Depuis ses débuts dans les années 90 jusqu’à sa stature actuelle de poids lourd international, le label Drumcode d’Adam Beyer est vénéré tant par ses pairs que par les fans. Des événements et festivals labélisés, des émissions de radio dans le monde entier et un nouveau show mensuel sur Apple Music en sont la preuve éclatante. Drumcode continue de fournir des sons révolutionnaires qui ouvrent la voie à l’éthos futuriste de la techno. More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,Mannheim,Time Warp,Time Warp 2023,house,techno,adam beyer,adambeyer,festival,music,musik,concert,DJ,arteconcert;10;Music;Electronic_music,Music;PT2H2M15S;135;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/nWi5RscobnM/maxresdefault.jpg;1;Mannheim;49.4874592;8.4660395;203463;3419;;0;268
520;ARTE Concert;a1DdLhmgpGA;2023-04-21T16:00:01Z;2023-04-21 16:00:01;Luigi Madonna - Time Warp 2023@arteconcert;Luigi Madonna est une pointure dans le domaine de la musique électronique depuis déjà plus de deux décennies. S’inspirant des différentes influences de son Italie natale, Luigi a créé une palette sonore colorée qu’il intègre dans une techno minimale qui laisse parfois place à l’expérimentation. Ce son unique a valu au DJ à juste titre une place très solide dans la scène techno. More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,Mannheim,music,Musik,house,techno,fesival,luigi,luigimadonna,timewarp,timewarp2023;10;Music;Electronic_music,Music;PT2H26M59S;1619;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/a1DdLhmgpGA/maxresdefault.jpg;1;Mannheim;49.4874592;8.4660395;41395;876;;0;72
