"channelTitle","videoId","videoTitle","release_date","release_time","duration","codeSubject","viewCount","likeCount","commentCount","defaultLAudioLanguage","videoDescription","tags","videoCategoryId","videoCategoryLabel","topicCategories","caption"
"Corey Schafer","qE77MbDnljA","Linux/Mac Terminal Tutorial: How To Use The rsync Command - Sync Files Locally and Remotely",2017-10-10,"16:30:06","17:55","Mac",169360,4999,180,"en","In this Linux/Mac terminal tutorial, we will be learning how to use the rsync command. The rsync command will allow you to sync file and directories on your local machine or even over a network between servers. This is a great tool for running back ups, for only copying diffs, or even for deploying segments of code. Let's get started. VirtualBox Network with SSH: https://youtu.be/S7jD6nnYJy0 Key-Based Authentication: https://youtu.be/vpk_1gldOAE Cron Jobs: https://youtu.be/QZJ1drMQz1A ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Linux #Mac","rsync,linux rsync,how to rsync,rsync command,mac rsync,rsync tutorial,linux,mac,os x,terminal,backup,rsync backup,linux tutorial,mac tutorial,cli,command line,unix,automated backups,server,ssh,sync remote,sync server,server backup,ssh backup,system administrator,sys admin,corey schafer",27,"Education","Knowledge,Technology","false"
"Corey Schafer","sa-TUpSx1JA","Regular Expressions (Regex) Tutorial: How to Match Any Pattern of Text",2017-10-05,"16:30:01","37:55","Other",1266083,36522,1917,"en","In this regular expressions (regex) tutorial, we're going to be learning how to match patterns of text. Regular expressions are extremely useful for matching common patterns of text such as email addresses, phone numbers, URLs, etc. Almost every programming language has a regular expression library, so learning regular expressions with not only help you with finding patterns in your text editors, but also you'll be able to use these programming libraries to search for patterns programmatically as well. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Regular-Expressions Python Regex Tutorial: https://youtu.be/K8L6KVGG-7o ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/","regular expressions,regex,regular expression,regexs,regexp,rational expression,computer science,python,java,javascript,programming,string,strings,text,pattern matching,match patterns,python re,javascript regular expressions,java regular expressions,python regular expressions,corey schafer,software engineering,tutorial",27,"Education","Knowledge,Technology","true"
"Corey Schafer","TtIJEQ6D9DE","5 Essential Skills Every Well-Rounded Programmer Should Know",2017-09-19,"16:30:00","11:04","Other",247895,8688,206,"en","In this video, we will be looking at 5 skills that you can learn on top of your main programming language to make you a well-rounded programmer. These skills will make you more marketable when looking for a job, and can sometimes be the deciding factor when choosing between candidates. TLDR (TLDW?): 1. Version Control (Git) 2. Databases (SQL) 3. Command Line (Terminal) 4. Unit Testing (continuous integration) 5. Multiple languages Git Tutorial for Beginners: https://youtu.be/HVsySz-h9r4 SQL Tutorial for Beginners: https://youtu.be/xaWlS9HtWYw Terminal Tutorial Playlist: https://www.youtube.com/playlist?list=PL-osiE80TeTvGhHkpvfmKWOiIPF8UVy6c Unit Testing in Python: https://youtu.be/6tNS--WetLI ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/","programming,python,javascript,java,developer,programming skills,git,sql,database,databases,unit testing,jenkins,travisci,software engineering,programming job,programming interview,software engineering interview,corey schafer,programmer,skills,essential skills",27,"Education","Knowledge,Technology","false"
"Corey Schafer","ZB7c00QgmdQ","Corey Schafer Live Stream",2017-09-15,"23:58:25","00:00","Other",0,0,0,"","","",27,"Education","","false"
"Corey Schafer","cY2NXB_Tqq0","Python Tutorial: How I Manage Multiple Projects, Virtual Environments, and Environment Variables",2017-09-06,"16:30:01","20:49","Python",141229,2288,81,"en","In this Python Programming Tutorial, I will be showing how I personally manage multiple projects, virtual environments, and environment variables. If you have ever worked on multiple projects, you probably know that it can be a hassle to keep all of your dependencies and project information separate. The strategy I have adopted over the years allows me to easily separate out my environments in such a way that they can be easily exported, activated, and also automatically activate the correct environment variables. Let's get started... The workflow I follow: https://conda.io/docs/user-guide/tasks/manage-environments.html Anaconda Intro Video: https://youtu.be/YJC6ldI3hWk The original conda_auto_env code I modified can be found here: https://github.com/chdoig/conda-auto-env/blob/master/conda_auto_env.sh My modified version of conda_auto_env: https://github.com/CoreyMSchafer/code_snippets/blob/master/conda_auto_env.sh ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python tutorial,python virtual environment,python anaconda,python conda,virtual environment,anaconda,continuum analytics,python project,python environment variable,environment variables,python,python 3,data science,python data science,python tutorials,programming tutorials,corey schafer,python (programming language),python 3.6,python programming",27,"Education","Knowledge,Technology","false"
"Corey Schafer","KzqSDvzOFNA","Python Tutorial: Generate Random Numbers and Data Using the random Module",2017-08-29,"17:00:01","13:37","Python",477432,10656,421,"en","In this Python Programming Tutorial, we will be learning how to generate random numbers and choose random data from lists using the random module. I personally use the random module pretty often in my tutorials to generate random data. This can also be used be games, simulations, and plenty of other useful tasks. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Random ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python,random,python random,random module,python random module,random number generator,generate random numbers,generate random data,generate random values,random data,random values,random numbers,python (programming language),python 3,python 3.6,python programming,python tutorial,python for beginners,numbers",27,"Education","Knowledge","false"
"Corey Schafer","QZJ1drMQz1A","Linux/Mac Tutorial: Cron Jobs - How to Schedule Commands with crontab",2017-08-23,"16:00:03","18:51","Mac",244000,6220,272,"en","In this Linux/Mac terminal tutorial, we will be learning about cron jobs and how to schedule commands with crontab. The will allow you to run commands on a repetitive schedule. So if you want to run a job daily, weekly, or at a certain time of day, this video will show you how you can get this set up. This helps a ton with system administration type of tasks and can automate a lot of work. Let's get started. The snippets from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Cron-Tasks ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Linux #Mac","cron,cron job,cron task,crontab,linux,mac,os x,terminal,linux cron,linux crontab,linux cron job,cron jobs,tutorial,corey schafer,unix,command line,linux schedule,linux automate,cli,command-line,how to cron,how to schedule cron,cron tutorial,system administration,sys admin",27,"Education","Knowledge,Technology","false"
"Corey Schafer","6tNS--WetLI","Python Tutorial: Unit Testing Your Code with the unittest Module",2017-08-16,"16:00:01","39:13","Python",1308610,25012,680,"en","In this Python Programming Tutorial, we will be learning how to unit-test our code using the unittest module. Unit testing will allow you to be more comfortable with refactoring and knowing whether or not your updates broke any of your existing code. Unit testing is a must on any large projects and is used by all major companies. Not only that, but it will greatly improve your personal code as well. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Unit-Testing Unittest assert methods: https://docs.python.org/3/library/unittest.html#unittest.TestCase.debug if __name__ == '__main__' video: https://www.youtube.com/watch?v=sugvnHA7ElY OOP Series: https://www.youtube.com/playlist?list=PL-osiE80TeTsqhIuOqKhwlXsIBIdSeYtc ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python,python tutorial,unit test,unittest,unit testing,python unittest,python unit testing,python unit test,how to write unit tests,testing,python for beginners,python 3,corey schafer,python (programming language),python 3.6,python programming,unittest module",27,"Education","Knowledge,Technology","false"
"Corey Schafer","q5uM4VKywbA","Python Tutorial: CSV Module - How to Read, Parse, and Write CSV Files",2017-08-09,"16:00:06","16:12","Python",1230698,20617,732,"en","In this Python Programming Tutorial, we will be learning how to work with csv files using the csv module. We will learn how to read, parse, and write to csv files. CSV stands for ""Comma-Separated Values"". It is a common format for storing information. Knowing how to read, parse, and write this information to files will open the door to working with a lot of data throughout the world. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-CSV ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python,python tutorial,python csv,csv module,csv file,csv files,comma-separated values,comma separated values,csv,python for beginners,corey schafer,python (programming language),python 3,python 3.6,python programming,python comma-separated values,parse csv,read csv,write csv,python parsing,python basics,python csv module",27,"Education","Knowledge,Technology","true"
"Corey Schafer","vpk_1gldOAE","Linux/Mac Tutorial: SSH Key-Based Authentication - How to SSH Without a Password",2017-08-02,"16:00:07","15:46","Mac",314575,6185,258,"en","In this Linux/Mac terminal tutorial, we will be learning how to configure ssh keys so that we can login to our servers without a password. Not only is this more convenient, but it is also more secure. This also allows us to write automated scripts to talk to our servers without the need of putting in passwords constantly. Let's get started. How to Create a Network of Machines in VirtualBox with SSH Access: https://youtu.be/S7jD6nnYJy0 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Linux #Mac","ssh,ssh keys,linux ssh,mac ssh,ssh-keygen,ssh key-based authentication,key-based authentication,ssh key authentication,linux,tutorial,corey schafer,virtual machine,ssh how to,ssh how-to,mac,vm,virtualbox,unix,terminal,command line,command-line,cli,how to use ssh,linux tutorial,ssh tutorial,sysadmin,sys admin,system administration,ssh-copy-id",27,"Education","Knowledge,Technology","false"
"Corey Schafer","bkpLhQd6YQM","Python Tutorial: Real World Example - Parsing Names From a CSV to an HTML List",2017-07-26,"16:00:05","18:48","Python",167607,3689,147,"en","In this Python Programming Tutorial, we'll be learning how to parse a CSV file and output the data to an HTML unordered list. This is a real world problem I ran into with my website. The list was becoming too large for me to maintain manually, so writing a Python script to automate this process saved me a lot of time in the future. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Patreon-CSV ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python,python 3,python 3.6,python programming,python tutorial,python csv,python parsing,python html,HTML,csv,python automate,python (programming language),comma-separated values (file format),python for beginners,python basics,automate the boring stuff,python csv module",27,"Education","Knowledge,Technology","false"
"Corey Schafer","S7jD6nnYJy0","How to Create a Network of Machines in VirtualBox with SSH Access",2017-07-20,"16:00:03","24:14","Mac",131593,1984,122,"en","In this video, we'll be learning how to clone Virtual Machines, add these machines to a network so they can communicate with each other, make sure they have internet access, and also set up SSH so that we are able to SSH into these machines from our host machine. This will allow us to pretty much build an entire virtual lab that we can use to test all kinds of different software. So after we're done, this will give us the ability to quickly spin up a new VM that behaves just like a real machine on our network. Let's get started. VirtualBox Snapshots: https://www.youtube.com/watch?v=Qte4X-rdr2Q Ubuntu Install: https://www.youtube.com/watch?v=-2x-5DN-caM VirtualBox Networking Docs: https://www.virtualbox.org/manual/ch06.html ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/","virtualbox,virtual box,virtualbox ssh,ssh,virtual lab,network,virtualbox (software),virtual machine,vm,programming tutorial,LAN,software engineering,tutorial,virtualbox network",27,"Education","Knowledge,Technology","false"
"Corey Schafer","Qte4X-rdr2Q","VirtualBox: How to Use Snapshots",2017-07-12,"16:00:05","14:40","Other",60527,996,43,"en","In this video, we will be learning how to use snapshots within VirtualBox. Snapshots are great for saving a machine state and being able to revert back to a previous time. Let's get started. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/","virtualbox,virtualbox snapshot,snapshot,virtualbox snapshots,how to use virtualbox snapshots,virtual box,virtualbox (software),virtual machine,vm,snapshots,programming tutorial,software engineering,tutorial",27,"Education","Knowledge,Technology","false"
"Corey Schafer","CqvZ3vGoGs0","Python Tutorial for Beginners 9: Import Modules and Exploring The Standard Library",2017-05-17,"19:30:00","21:57","Python",822342,17520,609,"en","In this Python Beginner Tutorial, we will begin learning how to import modules in Python. We will learn how to import modules we have written, as well as modules from the Standard Library. We will also explore sys.path and how imported modules are found. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Imports Watch the full Python Beginner Series here: https://www.youtube.com/playlist?list=PL-osiE80TeTskrapNbzXhwoFUiLCjGgY7 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","Python,Python Import,sys.path,Standard Library,Python Standard Library,Python sys.path,ModuleNotFoundError,Python Import Module,Import Module,Module Import,Python for Beginners,Absolute Beginners,Python for Absolute Beginners,Python Basics,Getting Started with Python,Python 3.6,Python 36,Python 3,python,python tutorial,python import,python tutorial for beginners,python modules,PYTHONPATH,pythonpath",27,"Education","Knowledge,Technology","false"
"Corey Schafer","9Os0o3wzS_I","Python Tutorial for Beginners 8: Functions",2017-05-17,"19:00:01","21:48","Python",1090126,22020,777,"en","In this Python Beginner Tutorial, we will begin learning how to write functions. Functions are one of the most important things to learn in Python Programming and will take us to the next level. We will learn how to create/define functions, how to pass in arguments, and also how to return values. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Functions Watch the full Python Beginner Series here: https://www.youtube.com/playlist?list=PL-osiE80TeTskrapNbzXhwoFUiLCjGgY7 Scope Video: https://youtu.be/QVdf0LgmICw ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","Python,Python Functions,Python Function,def,Python def,Functional Programming,Python for Beginners,Absolute Beginners,Python for Absolute Beginners,Python Basics,Getting Started with Python,Python 3.6,Python 36,Python 3,python functions,python,functions in python,python tutorial,args,kwargs,python args,python kwargs,*args,**kwargs,python *args,python **kwargs",27,"Education","Knowledge,Technology","false"
"Corey Schafer","6iF8Xb7Z3wQ","Python Tutorial for Beginners 7: Loops and Iterations - For/While Loops",2017-05-17,"18:30:00","10:14","Python",835493,20193,497,"en","In this Python Beginner Tutorial, we will begin learning about Loops and Iterations. Specifically, we will be looking at the for/while loops. We will learn about iteration and also how to break out of the loops using the break and continue keywords. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Loops Watch the full Python Beginner Series here: https://www.youtube.com/playlist?list=PL-osiE80TeTskrapNbzXhwoFUiLCjGgY7 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","Python,Python Loops,Python Iteration,For Loop,While Loop,Python For,Python While,Break Continue,Python Break Continue,Python for Beginners,Absolute Beginners,Python for Absolute Beginners,Python Basics,Getting Started with Python,Python 3.6,Python 36,Python 3,while loop python,python tutorial",27,"Education","Knowledge,Technology","false"
"Corey Schafer","DZwmZ8Usvnk","Python Tutorial for Beginners 6: Conditionals and Booleans - If, Else, and Elif Statements",2017-05-17,"18:00:00","16:28","Python",624133,15774,456,"en","In this Python Beginner Tutorial, we will begin learning about if, elif, and else conditionals in Python. We will also be learning about Booleans and what evaluates to True and False. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Conditionals Watch the full Python Beginner Series here: https://www.youtube.com/playlist?list=PL-osiE80TeTskrapNbzXhwoFUiLCjGgY7 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","Python,If else,if elif else,Python Conditionals,Python Conditional,Boolean,Python Booleans,Python if else,Python if elif else,True False,Python Control Flow,Control Flow,Switch Case,Python Switch Case,Python for Beginners,Absolute Beginners,Python for Absolute Beginners,Python Basics,Getting Started with Python,Python 3.6,Python 36,Python 3,elif,if else python,if statement condition booleon python,python conditional statements,python tutorial",27,"Education","Knowledge,Technology","false"
