position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
98;Corey Schafer;k8asfUbWbI4;2018-01-18T17:00:06Z;2018-01-18 17:00:06;Python Tutorial: Calculate Number of Days, Weeks, or Months to Reach Specific Goals;In this Python Programming Tutorial, we will be writing three different scripts to estimate how long it will take to reach certain goals. Our first script will calculate how many months it will take us to pay off a credit card. Our second script will calculate how many weeks it will take to lose a certain amount of weight. And our third script will estimate how long it will take to reach a certain number of subscribers. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Future-Date Python Datetime Tutorial: https://youtu.be/eirjjyP2qcQ ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,python tutorial,python script,python practical,python real,python 3,python 3.6,python programming,datetime,python datetime,calendar,new years resolution,new years resolutions,2018,2017,2018 resolutions,python calendar,tutorial,programming,corey schafer,python for beginners,python basics,automate the boring stuff,python datetime module,python estimate,python calculate,goals;27;Education;Knowledge;PT25M7S;1507;2d;hd;FALSE;;en;https://i.ytimg.com/vi/k8asfUbWbI4/maxresdefault.jpg;1;;;;65263;1147;;0;44
99;Corey Schafer;-aKFBoZpiqA;2017-12-20T18:00:00Z;2017-12-20 18:00:00;Python Tutorial: Context Managers - Efficiently Managing Resources;In this Python Programming Tutorial, we will be learning how to use context managers to properly manage resources. Context Managers are great for when we need to setup or teardown some resources during use. So these can be used for: open and closing files, opening and closing database connections, acquiring and releasing locks, and much much more. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Context-Managers Python Object-Oriented Series: https://goo.gl/ZSqx6y ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,context managers,context manager,python context manager,with,with statement,python with,python context,contextlib,contextmanager,python tutorial,context manager tutorial,__enter__,__exit__,corey schafer,python 3.6,python 3;27;Education;Knowledge,Technology;PT20M37S;1237;2d;hd;FALSE;;en;https://i.ytimg.com/vi/-aKFBoZpiqA/maxresdefault.jpg;1;;;;178392;5916;;0;166
100;Corey Schafer;CtgkEaeOkew;2017-12-18T17:00:00Z;2017-12-18 17:00:00;Channel Update: Look Back on the Year and Big Plans for 2018;In this Channel Update, we will be looking back on 2017 and what we've done this year. We will also be looking forward to 2018 and discussing the future plans for this channel. This year was the best year for this channel yet and I can't thank you all enough. I have plenty planned for the future and I look forward to putting out great tutorials next year! ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;corey schafer,channel update,patreon,update,coreyms,python,programming tutorials,year in review,year-in-review,software engineering,computer science;27;Education;Hobby,Lifestyle_(sociology);PT4M13S;253;2d;hd;FALSE;;en;https://i.ytimg.com/vi/CtgkEaeOkew/maxresdefault.jpg;1;;;;6337;504;;0;67
101;Corey Schafer;9N6a-VLBa2I;2017-11-20T19:00:01Z;2017-11-20 19:00:01;Python Tutorial: Working with JSON Data using the json Module;In this Python Programming Tutorial, we will be learning how to work with JSON data. We will learn how to load JSON into Python objects from strings and how to convert Python objects into JSON strings. We will also see how to load JSON from a file and save those Python objects back to files. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-JSON Python File Objects: https://youtu.be/Uh2ebFW8OYM ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;json,python,python json,python json tutorial,python tutorial,json tutorial,json file,json string,python string,json parsing,parse json,json module,python json dictionary,python json example,json api,python api,json loads,json load,json dumps,json dump,python 3.6,python 3,python (programming language),data,tutorial,corey schafer;27;Education;Knowledge,Technology;PT20M34S;1234;2d;hd;FALSE;;en;https://i.ytimg.com/vi/9N6a-VLBa2I/maxresdefault.jpg;1;;;;1120454;23627;;0;735
102;Corey Schafer;ng2o98k983k;2017-11-08T17:30:00Z;2017-11-08 17:30:00;Python Tutorial: Web Scraping with BeautifulSoup and Requests;In this Python Programming Tutorial, we will be learning how to scrape websites using the BeautifulSoup library. BeautifulSoup is an excellent tool for parsing HTML code and grabbing exactly the information you need. So whether you're pulling down headlines from news sites, scores from sports websites, or prices from an online store... BeautifulSoup and Python will help you get this done quickly and easily. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/BeautifulSoup Difference Between Parsers: https://goo.gl/zdy9br Python File Objects: https://youtu.be/Uh2ebFW8OYM Python Strings: https://youtu.be/k9TUPpGqYTo Python Try/Except: https://youtu.be/NIWwJbo-9_8 Python CSV Files: https://youtu.be/q5uM4VKywbA ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,beautifulsoup,web scraping,scraping,python beautifulsoup,python web scraping,python html,python html parsing,web crawler,python requests,requests,string parsing,parse html,bs4,beautifulsoup4,split,python split,lxml,html5lib,python csv,csv,corey schafer,python3,programming tutorial,python programming,software engineering,python tutorial,python 3.6,python 3;27;Education;Knowledge,Technology;PT45M48S;2748;2d;hd;FALSE;;en;https://i.ytimg.com/vi/ng2o98k983k/maxresdefault.jpg;1;;;;1101209;23659;;0;1119
103;Corey Schafer;K8L6KVGG-7o;2017-10-24T16:30:00Z;2017-10-24 16:30:00;Python Tutorial: re Module - How to Write and Match Regular Expressions (Regex);In this Python Programming Tutorial, we will be learning how to read, write, and match regular expressions with the re module. Regular expressions are extremely useful for matching common patterns of text such as email addresses, phone numbers, URLs, etc. Learning how to do this within Python will allow us to quickly parse files and text for the information we need. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Regular-Expressions Python String Slicing Tutorial: https://youtu.be/ajrtAuDg3yw Python Files Tutorial: https://youtu.be/Uh2ebFW8OYM ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,regular expressions,regex,re module,python re,python regular expressions,python re module,python regex,python regex module,regular expression,re,python tutorial,python 3.6,corey schafer,programming tutorials,python programming,match patterns,software engineering;27;Education;Knowledge;PT53M18S;3198;2d;hd;FALSE;;en;https://i.ytimg.com/vi/K8L6KVGG-7o/maxresdefault.jpg;1;;;;1079134;26429;;0;1211
104;Corey Schafer;qE77MbDnljA;2017-10-10T16:30:06Z;2017-10-10 16:30:06;Linux/Mac Terminal Tutorial: How To Use The rsync Command - Sync Files Locally and Remotely;In this Linux/Mac terminal tutorial, we will be learning how to use the rsync command. The rsync command will allow you to sync file and directories on your local machine or even over a network between servers. This is a great tool for running back ups, for only copying diffs, or even for deploying segments of code. Let's get started. VirtualBox Network with SSH: https://youtu.be/S7jD6nnYJy0 Key-Based Authentication: https://youtu.be/vpk_1gldOAE Cron Jobs: https://youtu.be/QZJ1drMQz1A ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Linux #Mac;rsync,linux rsync,how to rsync,rsync command,mac rsync,rsync tutorial,linux,mac,os x,terminal,backup,rsync backup,linux tutorial,mac tutorial,cli,command line,unix,automated backups,server,ssh,sync remote,sync server,server backup,ssh backup,system administrator,sys admin,corey schafer;27;Education;Knowledge,Technology;PT17M55S;1075;2d;hd;FALSE;;en;https://i.ytimg.com/vi/qE77MbDnljA/maxresdefault.jpg;1;;;;169360;4999;;0;180
105;Corey Schafer;sa-TUpSx1JA;2017-10-05T16:30:01Z;2017-10-05 16:30:01;Regular Expressions (Regex) Tutorial: How to Match Any Pattern of Text;In this regular expressions (regex) tutorial, we're going to be learning how to match patterns of text. Regular expressions are extremely useful for matching common patterns of text such as email addresses, phone numbers, URLs, etc. Almost every programming language has a regular expression library, so learning regular expressions with not only help you with finding patterns in your text editors, but also you'll be able to use these programming libraries to search for patterns programmatically as well. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Regular-Expressions Python Regex Tutorial: https://youtu.be/K8L6KVGG-7o ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;regular expressions,regex,regular expression,regexs,regexp,rational expression,computer science,python,java,javascript,programming,string,strings,text,pattern matching,match patterns,python re,javascript regular expressions,java regular expressions,python regular expressions,corey schafer,software engineering,tutorial;27;Education;Knowledge,Technology;PT37M55S;2275;2d;hd;TRUE;;en;https://i.ytimg.com/vi/sa-TUpSx1JA/maxresdefault.jpg;1;;;;1266083;36522;;0;1917
106;Corey Schafer;TtIJEQ6D9DE;2017-09-19T16:30:00Z;2017-09-19 16:30:00;5 Essential Skills Every Well-Rounded Programmer Should Know;In this video, we will be looking at 5 skills that you can learn on top of your main programming language to make you a well-rounded programmer. These skills will make you more marketable when looking for a job, and can sometimes be the deciding factor when choosing between candidates. TLDR (TLDW?): 1. Version Control (Git) 2. Databases (SQL) 3. Command Line (Terminal) 4. Unit Testing (continuous integration) 5. Multiple languages Git Tutorial for Beginners: https://youtu.be/HVsySz-h9r4 SQL Tutorial for Beginners: https://youtu.be/xaWlS9HtWYw Terminal Tutorial Playlist: https://www.youtube.com/playlist?list=PL-osiE80TeTvGhHkpvfmKWOiIPF8UVy6c Unit Testing in Python: https://youtu.be/6tNS--WetLI ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;programming,python,javascript,java,developer,programming skills,git,sql,database,databases,unit testing,jenkins,travisci,software engineering,programming job,programming interview,software engineering interview,corey schafer,programmer,skills,essential skills;27;Education;Knowledge,Technology;PT11M4S;664;2d;hd;FALSE;;en;https://i.ytimg.com/vi/TtIJEQ6D9DE/maxresdefault.jpg;1;;;;247895;8688;;0;206
107;Corey Schafer;ZB7c00QgmdQ;2017-09-15T23:58:25Z;2017-09-15 23:58:25;Corey Schafer Live Stream;;;27;Education;;P0D;0;2d;sd;FALSE;;;https://i.ytimg.com/vi/ZB7c00QgmdQ/maxresdefault_live.jpg;;;;;0;0;;0;0
108;Corey Schafer;cY2NXB_Tqq0;2017-09-06T16:30:01Z;2017-09-06 16:30:01;Python Tutorial: How I Manage Multiple Projects, Virtual Environments, and Environment Variables;In this Python Programming Tutorial, I will be showing how I personally manage multiple projects, virtual environments, and environment variables. If you have ever worked on multiple projects, you probably know that it can be a hassle to keep all of your dependencies and project information separate. The strategy I have adopted over the years allows me to easily separate out my environments in such a way that they can be easily exported, activated, and also automatically activate the correct environment variables. Let's get started... The workflow I follow: https://conda.io/docs/user-guide/tasks/manage-environments.html Anaconda Intro Video: https://youtu.be/YJC6ldI3hWk The original conda_auto_env code I modified can be found here: https://github.com/chdoig/conda-auto-env/blob/master/conda_auto_env.sh My modified version of conda_auto_env: https://github.com/CoreyMSchafer/code_snippets/blob/master/conda_auto_env.sh ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python tutorial,python virtual environment,python anaconda,python conda,virtual environment,anaconda,continuum analytics,python project,python environment variable,environment variables,python,python 3,data science,python data science,python tutorials,programming tutorials,corey schafer,python (programming language),python 3.6,python programming;27;Education;Knowledge,Technology;PT20M49S;1249;2d;hd;FALSE;;en;https://i.ytimg.com/vi/cY2NXB_Tqq0/maxresdefault.jpg;1;;;;141229;2288;;0;81
109;Corey Schafer;KzqSDvzOFNA;2017-08-29T17:00:01Z;2017-08-29 17:00:01;Python Tutorial: Generate Random Numbers and Data Using the random Module;In this Python Programming Tutorial, we will be learning how to generate random numbers and choose random data from lists using the random module. I personally use the random module pretty often in my tutorials to generate random data. This can also be used be games, simulations, and plenty of other useful tasks. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Random ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,random,python random,random module,python random module,random number generator,generate random numbers,generate random data,generate random values,random data,random values,random numbers,python (programming language),python 3,python 3.6,python programming,python tutorial,python for beginners,numbers;27;Education;Knowledge;PT13M37S;817;2d;hd;FALSE;;en;https://i.ytimg.com/vi/KzqSDvzOFNA/maxresdefault.jpg;1;;;;477432;10656;;0;421
110;Corey Schafer;QZJ1drMQz1A;2017-08-23T16:00:03Z;2017-08-23 16:00:03;Linux/Mac Tutorial: Cron Jobs - How to Schedule Commands with crontab;In this Linux/Mac terminal tutorial, we will be learning about cron jobs and how to schedule commands with crontab. The will allow you to run commands on a repetitive schedule. So if you want to run a job daily, weekly, or at a certain time of day, this video will show you how you can get this set up. This helps a ton with system administration type of tasks and can automate a lot of work. Let's get started. The snippets from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Cron-Tasks ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Linux #Mac;cron,cron job,cron task,crontab,linux,mac,os x,terminal,linux cron,linux crontab,linux cron job,cron jobs,tutorial,corey schafer,unix,command line,linux schedule,linux automate,cli,command-line,how to cron,how to schedule cron,cron tutorial,system administration,sys admin;27;Education;Knowledge,Technology;PT18M51S;1131;2d;hd;FALSE;;en;https://i.ytimg.com/vi/QZJ1drMQz1A/maxresdefault.jpg;1;;;;244000;6220;;0;272
111;Corey Schafer;6tNS--WetLI;2017-08-16T16:00:01Z;2017-08-16 16:00:01;Python Tutorial: Unit Testing Your Code with the unittest Module;In this Python Programming Tutorial, we will be learning how to unit-test our code using the unittest module. Unit testing will allow you to be more comfortable with refactoring and knowing whether or not your updates broke any of your existing code. Unit testing is a must on any large projects and is used by all major companies. Not only that, but it will greatly improve your personal code as well. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-Unit-Testing Unittest assert methods: https://docs.python.org/3/library/unittest.html#unittest.TestCase.debug if __name__ == '__main__' video: https://www.youtube.com/watch?v=sugvnHA7ElY OOP Series: https://www.youtube.com/playlist?list=PL-osiE80TeTsqhIuOqKhwlXsIBIdSeYtc ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,python tutorial,unit test,unittest,unit testing,python unittest,python unit testing,python unit test,how to write unit tests,testing,python for beginners,python 3,corey schafer,python (programming language),python 3.6,python programming,unittest module;27;Education;Knowledge,Technology;PT39M13S;2353;2d;hd;FALSE;;en;https://i.ytimg.com/vi/6tNS--WetLI/maxresdefault.jpg;1;;;;1308610;25012;;0;680
112;Corey Schafer;q5uM4VKywbA;2017-08-09T16:00:06Z;2017-08-09 16:00:06;Python Tutorial: CSV Module - How to Read, Parse, and Write CSV Files;"In this Python Programming Tutorial, we will be learning how to work with csv files using the csv module. We will learn how to read, parse, and write to csv files. CSV stands for ""Comma-Separated Values"". It is a common format for storing information. Knowing how to read, parse, and write this information to files will open the door to working with a lot of data throughout the world. Let's get started. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python-CSV ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python";python,python tutorial,python csv,csv module,csv file,csv files,comma-separated values,comma separated values,csv,python for beginners,corey schafer,python (programming language),python 3,python 3.6,python programming,python comma-separated values,parse csv,read csv,write csv,python parsing,python basics,python csv module;27;Education;Knowledge,Technology;PT16M12S;972;2d;hd;TRUE;en;en;https://i.ytimg.com/vi/q5uM4VKywbA/maxresdefault.jpg;1;;;;1230698;20617;;0;732
